"id","platform","company_id","company_code","company_name","symbol"
"982f96a2-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e2-9d83-11ee-8ba2-c75ffde41a09","d8d240f6-6459-11d6-9524-bca1fa6457b9","Ping An Insurance Group",
"982f96a3-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e3-9d83-11ee-8ba2-c75ffde41a09","33d59e4e-62d4-11d6-95d1-b8f5cdb2ea7b","NIO INC.",
"982f96a4-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e4-9d83-11ee-8ba2-c75ffde41a09","c92efe90-d481-11d5-8f83-f03a82eb7e91","Qualcomm Inc.",
"982f96a5-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e5-9d83-11ee-8ba2-c75ffde41a09","70437d56-535f-41a6-b2ad-1d492f3a1f65","Datadog Inc.",
"982f96a6-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e6-9d83-11ee-8ba2-c75ffde41a09","fc0e81d6-63de-11d6-9ca8-95e380059dbc","AIA Group",
"982f96a7-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e7-9d83-11ee-8ba2-c75ffde41a09","c2d8087a-d481-11d5-8f83-f03a82eb7e91","Wells Fargo & Co.",
"982f96a8-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e8-9d83-11ee-8ba2-c75ffde41a09","4892d58c-6503-11d6-9c23-b6eea3e4bd54","Tencent Holdings",
"982f96a9-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e9-9d83-11ee-8ba2-c75ffde41a09","bf79dc76-d481-11d5-8f83-f03a82eb7e91","Nike Inc.",
"982f96aa-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22ea-9d83-11ee-8ba2-c75ffde41a09","d8dafa8a-63e5-11d6-91e4-cedb3fecdf1d","Tesla Inc.",
"982f96ab-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22eb-9d83-11ee-8ba2-c75ffde41a09","edd6b1c0-6554-11d6-9cd8-e55370853dbc","BYD Co.",
"982f96ac-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22ec-9d83-11ee-8ba2-c75ffde41a09","MACT.SI","Mapletree Pan Asia Commercial Trust",
"982f96ae-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22ee-9d83-11ee-8ba2-c75ffde41a09","2f7723db-1535-42c6-aa8d-823ed8d08e3d","XPeng Inc.",
"982f96af-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22ef-9d83-11ee-8ba2-c75ffde41a09","bf234cf8-d481-11d5-8f83-f03a82eb7e91","Freeport-McMoRan Inc.",
"982f96b0-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f0-9d83-11ee-8ba2-c75ffde41a09","77c95f02-f333-11d5-9c53-cefb9d98b147","MGM Resorts International",
"982f96b1-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f1-9d83-11ee-8ba2-c75ffde41a09","92800c26-9269-4c09-9f48-ee812fe15982","LI AUTO INC.",
"982f96b2-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f2-9d83-11ee-8ba2-c75ffde41a09","724c3716-f333-11d5-9c53-cefb9d98b147","CNOOC",
"982f96b3-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f3-9d83-11ee-8ba2-c75ffde41a09","1e3f32f4-6502-11d6-987c-b844783f5dae","Salesforce Inc.",
"982f96b4-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22f4-9d83-11ee-8ba2-c75ffde41a09","c1c8e68e-d481-11d5-8f83-f03a82eb7e91","WALMART INC.",
